,ratio,n_hits,name,automl name,did,automl did,MaxNominalAttDistinctValues,MaxNominalAttDistinctValues,NumberOfClasses,NumberOfClasses,NumberOfFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfNumericFeatures,NumberOfSymbolicFeatures,NumberOfSymbolicFeatures 
454,0.75,1,QSAR-TID-20126,QSAR-TID-10980,3290,3277,,,0.0,0.0,1026.0,1026.0,182.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
455,0.75,1,QSAR-TID-12887,QSAR-TID-11,3291,3050,,,0.0,0.0,1026.0,1026.0,117.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
456,0.75,1,QSAR-TID-12887,QSAR-TID-10980,3291,3277,,,0.0,0.0,1026.0,1026.0,117.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
457,0.75,1,QSAR-TID-19689,QSAR-TID-11,3292,3050,,,0.0,0.0,1026.0,1026.0,157.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
458,0.75,1,QSAR-TID-19689,QSAR-TID-10980,3292,3277,,,0.0,0.0,1026.0,1026.0,157.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
459,0.75,1,QSAR-TID-12569,QSAR-TID-11,3293,3050,,,0.0,0.0,1026.0,1026.0,891.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
460,0.75,1,QSAR-TID-12569,QSAR-TID-10980,3293,3277,,,0.0,0.0,1026.0,1026.0,891.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
461,0.75,1,QSAR-TID-11524,QSAR-TID-11,3294,3050,,,0.0,0.0,1026.0,1026.0,605.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
462,0.75,1,QSAR-TID-11524,QSAR-TID-10980,3294,3277,,,0.0,0.0,1026.0,1026.0,605.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
463,0.75,1,QSAR-TID-12933,QSAR-TID-11,3295,3050,,,0.0,0.0,1026.0,1026.0,30.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
464,0.75,1,QSAR-TID-12933,QSAR-TID-10980,3295,3277,,,0.0,0.0,1026.0,1026.0,30.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
465,0.75,1,QSAR-TID-11869,QSAR-TID-11,3296,3050,,,0.0,0.0,1026.0,1026.0,705.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
466,0.75,1,QSAR-TID-11869,QSAR-TID-10980,3296,3277,,,0.0,0.0,1026.0,1026.0,705.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
467,0.75,1,QSAR-TID-20122,QSAR-TID-11,3297,3050,,,0.0,0.0,1026.0,1026.0,101.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
468,0.75,1,QSAR-TID-20122,QSAR-TID-10980,3297,3277,,,0.0,0.0,1026.0,1026.0,101.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
469,0.75,1,QSAR-TID-12163,QSAR-TID-11,3298,3050,,,0.0,0.0,1026.0,1026.0,285.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
470,0.75,1,QSAR-TID-12163,QSAR-TID-10980,3298,3277,,,0.0,0.0,1026.0,1026.0,285.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
471,0.75,1,QSAR-TID-12641,QSAR-TID-11,3299,3050,,,0.0,0.0,1026.0,1026.0,37.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
472,0.75,1,QSAR-TID-12641,QSAR-TID-10980,3299,3277,,,0.0,0.0,1026.0,1026.0,37.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
473,0.75,1,QSAR-TID-12587,QSAR-TID-11,3300,3050,,,0.0,0.0,1026.0,1026.0,157.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
474,0.75,1,QSAR-TID-12587,QSAR-TID-10980,3300,3277,,,0.0,0.0,1026.0,1026.0,157.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
475,0.75,1,QSAR-TID-10909,QSAR-TID-11,3301,3050,,,0.0,0.0,1026.0,1026.0,111.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
476,0.75,1,QSAR-TID-10909,QSAR-TID-10980,3301,3277,,,0.0,0.0,1026.0,1026.0,111.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
477,0.75,1,QSAR-TID-17073,QSAR-TID-11,3302,3050,,,0.0,0.0,1026.0,1026.0,391.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
478,0.75,1,QSAR-TID-17073,QSAR-TID-10980,3302,3277,,,0.0,0.0,1026.0,1026.0,391.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
479,0.75,1,QSAR-TID-103451,QSAR-TID-11,3303,3050,,,0.0,0.0,1026.0,1026.0,27.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
480,0.75,1,QSAR-TID-103451,QSAR-TID-10980,3303,3277,,,0.0,0.0,1026.0,1026.0,27.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
481,0.75,1,QSAR-TID-30022,QSAR-TID-11,3304,3050,,,0.0,0.0,1026.0,1026.0,81.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
482,0.75,1,QSAR-TID-30022,QSAR-TID-10980,3304,3277,,,0.0,0.0,1026.0,1026.0,81.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
483,0.75,1,QSAR-TID-134,QSAR-TID-11,3305,3050,,,0.0,0.0,1026.0,1026.0,878.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
484,0.75,1,QSAR-TID-134,QSAR-TID-10980,3305,3277,,,0.0,0.0,1026.0,1026.0,878.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
485,0.75,1,QSAR-TID-100854,QSAR-TID-11,3306,3050,,,0.0,0.0,1026.0,1026.0,625.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
486,0.75,1,QSAR-TID-100854,QSAR-TID-10980,3306,3277,,,0.0,0.0,1026.0,1026.0,625.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
487,0.75,1,QSAR-TID-10498,QSAR-TID-11,3307,3050,,,0.0,0.0,1026.0,1026.0,1748.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
488,0.75,1,QSAR-TID-10498,QSAR-TID-10980,3307,3277,,,0.0,0.0,1026.0,1026.0,1748.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
489,0.75,1,QSAR-TID-10938,QSAR-TID-11,3308,3050,,,0.0,0.0,1026.0,1026.0,1862.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
490,0.75,1,QSAR-TID-10938,QSAR-TID-10980,3308,3277,,,0.0,0.0,1026.0,1026.0,1862.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
491,0.75,1,QSAR-TID-10850,QSAR-TID-11,3309,3050,,,0.0,0.0,1026.0,1026.0,622.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
492,0.75,1,QSAR-TID-10850,QSAR-TID-10980,3309,3277,,,0.0,0.0,1026.0,1026.0,622.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
493,0.75,1,QSAR-TID-100127,QSAR-TID-11,3311,3050,,,0.0,0.0,1026.0,1026.0,101.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
494,0.75,1,QSAR-TID-100127,QSAR-TID-10980,3311,3277,,,0.0,0.0,1026.0,1026.0,101.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
495,0.75,1,QSAR-TID-10901,QSAR-TID-11,3312,3050,,,0.0,0.0,1026.0,1026.0,541.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
496,0.75,1,QSAR-TID-10901,QSAR-TID-10980,3312,3277,,,0.0,0.0,1026.0,1026.0,541.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
497,0.75,1,QSAR-TID-90,QSAR-TID-11,3315,3050,,,0.0,0.0,1026.0,1026.0,2055.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
498,0.75,1,QSAR-TID-90,QSAR-TID-10980,3315,3277,,,0.0,0.0,1026.0,1026.0,2055.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
499,0.75,1,QSAR-TID-12476,QSAR-TID-11,3316,3050,,,0.0,0.0,1026.0,1026.0,1023.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
500,0.75,1,QSAR-TID-12476,QSAR-TID-10980,3316,3277,,,0.0,0.0,1026.0,1026.0,1023.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
501,0.75,1,QSAR-TID-100976,QSAR-TID-11,3317,3050,,,0.0,0.0,1026.0,1026.0,79.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
502,0.75,1,QSAR-TID-100976,QSAR-TID-10980,3317,3277,,,0.0,0.0,1026.0,1026.0,79.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
503,0.75,1,QSAR-TID-72,QSAR-TID-11,3318,3050,,,0.0,0.0,1026.0,1026.0,5354.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
504,0.75,1,QSAR-TID-72,QSAR-TID-10980,3318,3277,,,0.0,0.0,1026.0,1026.0,5354.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
505,0.75,1,QSAR-TID-20109,QSAR-TID-11,3319,3050,,,0.0,0.0,1026.0,1026.0,44.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
506,0.75,1,QSAR-TID-20109,QSAR-TID-10980,3319,3277,,,0.0,0.0,1026.0,1026.0,44.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
507,0.75,1,QSAR-TID-101411,QSAR-TID-11,3321,3050,,,0.0,0.0,1026.0,1026.0,74.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
508,0.75,1,QSAR-TID-101411,QSAR-TID-10980,3321,3277,,,0.0,0.0,1026.0,1026.0,74.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
509,0.75,1,QSAR-TID-101338,QSAR-TID-11,3322,3050,,,0.0,0.0,1026.0,1026.0,79.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
510,0.75,1,QSAR-TID-101338,QSAR-TID-10980,3322,3277,,,0.0,0.0,1026.0,1026.0,79.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
511,0.75,1,QSAR-TID-30035,QSAR-TID-11,3323,3050,,,0.0,0.0,1026.0,1026.0,678.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
512,0.75,1,QSAR-TID-30035,QSAR-TID-10980,3323,3277,,,0.0,0.0,1026.0,1026.0,678.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
513,0.75,1,QSAR-TID-100969,QSAR-TID-11,3324,3050,,,0.0,0.0,1026.0,1026.0,79.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
514,0.75,1,QSAR-TID-100969,QSAR-TID-10980,3324,3277,,,0.0,0.0,1026.0,1026.0,79.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
515,0.75,1,QSAR-TID-11055,QSAR-TID-11,3326,3050,,,0.0,0.0,1026.0,1026.0,46.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
516,0.75,1,QSAR-TID-11055,QSAR-TID-10980,3326,3277,,,0.0,0.0,1026.0,1026.0,46.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
517,0.75,1,QSAR-TID-101021,QSAR-TID-11,3327,3050,,,0.0,0.0,1026.0,1026.0,81.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
518,0.75,1,QSAR-TID-101021,QSAR-TID-10980,3327,3277,,,0.0,0.0,1026.0,1026.0,81.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
519,0.75,1,QSAR-TID-12474,QSAR-TID-11,3328,3050,,,0.0,0.0,1026.0,1026.0,360.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
520,0.75,1,QSAR-TID-12474,QSAR-TID-10980,3328,3277,,,0.0,0.0,1026.0,1026.0,360.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
521,0.75,1,QSAR-TID-104138,QSAR-TID-11,3329,3050,,,0.0,0.0,1026.0,1026.0,65.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
522,0.75,1,QSAR-TID-104138,QSAR-TID-10980,3329,3277,,,0.0,0.0,1026.0,1026.0,65.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
523,0.75,1,QSAR-TID-100851,QSAR-TID-11,3330,3050,,,0.0,0.0,1026.0,1026.0,526.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
524,0.75,1,QSAR-TID-100851,QSAR-TID-10980,3330,3277,,,0.0,0.0,1026.0,1026.0,526.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
525,0.75,1,QSAR-TID-12755,QSAR-TID-11,3331,3050,,,0.0,0.0,1026.0,1026.0,30.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
526,0.75,1,QSAR-TID-12755,QSAR-TID-10980,3331,3277,,,0.0,0.0,1026.0,1026.0,30.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
527,0.75,1,QSAR-TID-10623,QSAR-TID-11,3333,3050,,,0.0,0.0,1026.0,1026.0,248.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
528,0.75,1,QSAR-TID-10623,QSAR-TID-10980,3333,3277,,,0.0,0.0,1026.0,1026.0,248.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
529,0.75,1,QSAR-TID-127,QSAR-TID-11,3334,3050,,,0.0,0.0,1026.0,1026.0,1524.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
530,0.75,1,QSAR-TID-127,QSAR-TID-10980,3334,3277,,,0.0,0.0,1026.0,1026.0,1524.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
531,0.75,1,QSAR-TID-11624,QSAR-TID-11,3335,3050,,,0.0,0.0,1026.0,1026.0,742.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
532,0.75,1,QSAR-TID-11624,QSAR-TID-10980,3335,3277,,,0.0,0.0,1026.0,1026.0,742.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
533,0.75,1,QSAR-TID-12998,QSAR-TID-11,3336,3050,,,0.0,0.0,1026.0,1026.0,98.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
534,0.75,1,QSAR-TID-12998,QSAR-TID-10980,3336,3277,,,0.0,0.0,1026.0,1026.0,98.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
535,0.75,1,QSAR-TID-47,QSAR-TID-11,3337,3050,,,0.0,0.0,1026.0,1026.0,1953.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
536,0.75,1,QSAR-TID-47,QSAR-TID-10980,3337,3277,,,0.0,0.0,1026.0,1026.0,1953.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
537,0.75,1,QSAR-TID-10782,QSAR-TID-11,3338,3050,,,0.0,0.0,1026.0,1026.0,116.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
538,0.75,1,QSAR-TID-10782,QSAR-TID-10980,3338,3277,,,0.0,0.0,1026.0,1026.0,116.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
539,0.75,1,QSAR-TID-100864,QSAR-TID-11,3339,3050,,,0.0,0.0,1026.0,1026.0,34.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
540,0.75,1,QSAR-TID-100864,QSAR-TID-10980,3339,3277,,,0.0,0.0,1026.0,1026.0,34.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
541,0.75,1,QSAR-TID-30048,QSAR-TID-11,3341,3050,,,0.0,0.0,1026.0,1026.0,80.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
542,0.75,1,QSAR-TID-30048,QSAR-TID-10980,3341,3277,,,0.0,0.0,1026.0,1026.0,80.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
543,0.75,1,QSAR-TID-11691,QSAR-TID-11,3342,3050,,,0.0,0.0,1026.0,1026.0,715.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
544,0.75,1,QSAR-TID-11691,QSAR-TID-10980,3342,3277,,,0.0,0.0,1026.0,1026.0,715.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
545,0.75,1,QSAR-TID-14037,QSAR-TID-11,3343,3050,,,0.0,0.0,1026.0,1026.0,4378.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
546,0.75,1,QSAR-TID-14037,QSAR-TID-10980,3343,3277,,,0.0,0.0,1026.0,1026.0,4378.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
547,0.75,1,QSAR-TID-30017,QSAR-TID-11,3344,3050,,,0.0,0.0,1026.0,1026.0,1058.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
548,0.75,1,QSAR-TID-30017,QSAR-TID-10980,3344,3277,,,0.0,0.0,1026.0,1026.0,1058.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
549,0.75,1,QSAR-TID-17076,QSAR-TID-11,3345,3050,,,0.0,0.0,1026.0,1026.0,51.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
550,0.75,1,QSAR-TID-17076,QSAR-TID-10980,3345,3277,,,0.0,0.0,1026.0,1026.0,51.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
551,0.75,1,QSAR-TID-10244,QSAR-TID-11,3346,3050,,,0.0,0.0,1026.0,1026.0,396.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
552,0.75,1,QSAR-TID-10244,QSAR-TID-10980,3346,3277,,,0.0,0.0,1026.0,1026.0,396.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
553,0.75,1,QSAR-TID-10373,QSAR-TID-11,3348,3050,,,0.0,0.0,1026.0,1026.0,53.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
554,0.75,1,QSAR-TID-10373,QSAR-TID-10980,3348,3277,,,0.0,0.0,1026.0,1026.0,53.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
555,0.75,1,QSAR-TID-246,QSAR-TID-11,3349,3050,,,0.0,0.0,1026.0,1026.0,1135.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
556,0.75,1,QSAR-TID-246,QSAR-TID-10980,3349,3277,,,0.0,0.0,1026.0,1026.0,1135.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
557,0.75,1,QSAR-TID-168,QSAR-TID-11,3350,3050,,,0.0,0.0,1026.0,1026.0,412.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
558,0.75,1,QSAR-TID-168,QSAR-TID-10980,3350,3277,,,0.0,0.0,1026.0,1026.0,412.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
559,0.75,1,QSAR-TID-101552,QSAR-TID-11,3351,3050,,,0.0,0.0,1026.0,1026.0,73.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
560,0.75,1,QSAR-TID-101552,QSAR-TID-10980,3351,3277,,,0.0,0.0,1026.0,1026.0,73.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
561,0.75,1,QSAR-TID-12673,QSAR-TID-11,3352,3050,,,0.0,0.0,1026.0,1026.0,183.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
562,0.75,1,QSAR-TID-12673,QSAR-TID-10980,3352,3277,,,0.0,0.0,1026.0,1026.0,183.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
563,0.75,1,QSAR-TID-12666,QSAR-TID-11,3353,3050,,,0.0,0.0,1026.0,1026.0,2243.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
564,0.75,1,QSAR-TID-12666,QSAR-TID-10980,3353,3277,,,0.0,0.0,1026.0,1026.0,2243.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
565,0.75,1,QSAR-TID-247,QSAR-TID-11,3354,3050,,,0.0,0.0,1026.0,1026.0,1171.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
566,0.75,1,QSAR-TID-247,QSAR-TID-10980,3354,3277,,,0.0,0.0,1026.0,1026.0,1171.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
567,0.75,1,QSAR-TID-10143,QSAR-TID-11,3355,3050,,,0.0,0.0,1026.0,1026.0,62.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
568,0.75,1,QSAR-TID-10143,QSAR-TID-10980,3355,3277,,,0.0,0.0,1026.0,1026.0,62.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
569,0.75,1,QSAR-TID-12345,QSAR-TID-11,3357,3050,,,0.0,0.0,1026.0,1026.0,42.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
570,0.75,1,QSAR-TID-12345,QSAR-TID-10980,3357,3277,,,0.0,0.0,1026.0,1026.0,42.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
571,0.75,1,QSAR-TID-146,QSAR-TID-11,3358,3050,,,0.0,0.0,1026.0,1026.0,683.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
572,0.75,1,QSAR-TID-146,QSAR-TID-10980,3358,3277,,,0.0,0.0,1026.0,1026.0,683.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
573,0.75,1,QSAR-TID-10982,QSAR-TID-11,3359,3050,,,0.0,0.0,1026.0,1026.0,600.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
574,0.75,1,QSAR-TID-10982,QSAR-TID-10980,3359,3277,,,0.0,0.0,1026.0,1026.0,600.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
575,0.75,1,QSAR-TID-10544,QSAR-TID-11,3360,3050,,,0.0,0.0,1026.0,1026.0,203.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
576,0.75,1,QSAR-TID-10544,QSAR-TID-10980,3360,3277,,,0.0,0.0,1026.0,1026.0,203.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
577,0.75,1,QSAR-TID-103071,QSAR-TID-11,3361,3050,,,0.0,0.0,1026.0,1026.0,150.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
578,0.75,1,QSAR-TID-103071,QSAR-TID-10980,3361,3277,,,0.0,0.0,1026.0,1026.0,150.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
579,0.75,1,QSAR-TID-101252,QSAR-TID-11,3362,3050,,,0.0,0.0,1026.0,1026.0,33.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
580,0.75,1,QSAR-TID-101252,QSAR-TID-10980,3362,3277,,,0.0,0.0,1026.0,1026.0,33.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
581,0.75,1,QSAR-TID-19905,QSAR-TID-11,3363,3050,,,0.0,0.0,1026.0,1026.0,3048.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
582,0.75,1,QSAR-TID-19905,QSAR-TID-10980,3363,3277,,,0.0,0.0,1026.0,1026.0,3048.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
583,0.75,1,QSAR-TID-10880,QSAR-TID-11,3364,3050,,,0.0,0.0,1026.0,1026.0,955.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
584,0.75,1,QSAR-TID-10880,QSAR-TID-10980,3364,3277,,,0.0,0.0,1026.0,1026.0,955.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
585,0.75,1,QSAR-TID-10167,QSAR-TID-11,3365,3050,,,0.0,0.0,1026.0,1026.0,89.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
586,0.75,1,QSAR-TID-10167,QSAR-TID-10980,3365,3277,,,0.0,0.0,1026.0,1026.0,89.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
587,0.75,1,QSAR-TID-10190,QSAR-TID-11,3366,3050,,,0.0,0.0,1026.0,1026.0,66.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
588,0.75,1,QSAR-TID-10190,QSAR-TID-10980,3366,3277,,,0.0,0.0,1026.0,1026.0,66.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
589,0.75,1,QSAR-TID-12132,QSAR-TID-11,3367,3050,,,0.0,0.0,1026.0,1026.0,44.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
590,0.75,1,QSAR-TID-12132,QSAR-TID-10980,3367,3277,,,0.0,0.0,1026.0,1026.0,44.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
591,0.75,1,QSAR-TID-252,QSAR-TID-11,3368,3050,,,0.0,0.0,1026.0,1026.0,4081.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
592,0.75,1,QSAR-TID-252,QSAR-TID-10980,3368,3277,,,0.0,0.0,1026.0,1026.0,4081.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
