0,AutoCorrelation,Dimensionality,MajorityClassPercentage,MajorityClassSize,MinorityClassPercentage,MinorityClassSize,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
43922,0.726332635725717,0.002831117676021664,51.7971442639094,4208.0,48.20285573609059,3916.0,6.0,2.0,23.0,8124.0,0.0,0.0,0.0,23.0,26.08695652173913,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43924,0.39319727891156464,0.02717391304347826,29.076086956521742,214.0,14.266304347826086,105.0,0.0,5.0,20.0,736.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,25.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43941,0.4938684503901895,0.043429844097995544,54.12026726057907,486.0,45.87973273942094,412.0,19.0,2.0,39.0,898.0,0.0,0.0,6.0,33.0,48.717948717948715,0.0,0.0,15.384615384615385,84.61538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43942,0.4938684503901895,0.043429844097995544,54.12026726057907,486.0,45.87973273942094,412.0,19.0,2.0,39.0,898.0,0.0,0.0,6.0,33.0,48.717948717948715,0.0,0.0,15.384615384615385,84.61538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43946,1.0,0.0031545741324921135,50.0,3804.0,50.0,3804.0,3.0,2.0,24.0,7608.0,0.0,0.0,20.0,3.0,12.5,0.0,0.0,83.33333333333334,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44609,0.7803706245710363,0.02606310013717421,87.79149519890261,1280.0,12.208504801097392,178.0,1.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0,2.631578947368421,0.0,0.0,97.36842105263158,2.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44610,0.7803706245710363,0.02606310013717421,87.79149519890261,1280.0,12.208504801097392,178.0,1.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0,2.631578947368421,0.0,0.0,97.36842105263158,2.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44611,0.7803706245710363,0.02606310013717421,87.79149519890261,1280.0,12.208504801097392,178.0,1.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0,2.631578947368421,0.0,0.0,97.36842105263158,2.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44612,0.7803706245710363,0.02606310013717421,87.79149519890261,1280.0,12.208504801097392,178.0,1.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0,2.631578947368421,0.0,0.0,97.36842105263158,2.631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44613,0.9966032608695652,0.006788866259334691,42.701968771215206,629.0,22.606924643584524,333.0,3.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0,30.0,0.0,0.0,20.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44614,0.9966032608695652,0.006788866259334691,42.701968771215206,629.0,22.606924643584524,333.0,3.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0,30.0,0.0,0.0,20.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44615,0.9966032608695652,0.006788866259334691,42.701968771215206,629.0,22.606924643584524,333.0,3.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0,30.0,0.0,0.0,20.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44616,0.9966032608695652,0.006788866259334691,42.701968771215206,629.0,22.606924643584524,333.0,3.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0,30.0,0.0,0.0,20.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44617,0.9966032608695652,0.006788866259334691,42.701968771215206,629.0,22.606924643584524,333.0,3.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0,30.0,0.0,0.0,20.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44618,0.5993051534452808,0.004050925925925926,70.02314814814815,1210.0,3.761574074074074,65.0,0.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44619,0.5993051534452808,0.004050925925925926,70.02314814814815,1210.0,3.761574074074074,65.0,0.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44620,0.5993051534452808,0.004050925925925926,70.02314814814815,1210.0,3.761574074074074,65.0,0.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44621,0.5993051534452808,0.004050925925925926,70.02314814814815,1210.0,3.761574074074074,65.0,0.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44622,0.5993051534452808,0.004050925925925926,70.02314814814815,1210.0,3.761574074074074,65.0,0.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44623,0.9954977488744372,0.0505,10.0,200.0,10.0,200.0,0.0,10.0,101.0,2000.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,99.00990099009901,0.9900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44624,0.9954977488744372,0.0505,10.0,200.0,10.0,200.0,0.0,10.0,101.0,2000.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,99.00990099009901,0.9900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44626,0.9954977488744372,0.0505,10.0,200.0,10.0,200.0,0.0,10.0,101.0,2000.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,99.00990099009901,0.9900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44627,0.9954977488744372,0.0505,10.0,200.0,10.0,200.0,0.0,10.0,101.0,2000.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,99.00990099009901,0.9900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44628,0.7348674337168585,0.011,84.55,1691.0,15.45,309.0,1.0,2.0,22.0,2000.0,0.0,0.0,21.0,1.0,4.545454545454546,0.0,0.0,95.45454545454545,4.545454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.8865022540440202,0.007953340402969246,93.87592788971368,3541.0,6.1240721102863205,231.0,21.0,2.0,30.0,3772.0,3772.0,6064.0,7.0,23.0,70.0,100.0,5.358784022622834,23.333333333333332,76.66666666666667,0.9288636149692349,0.02518557794273595,0.7759719718017525,0.9288636149692349,0.02518557794273595,0.7759719718017525,0.9288636149692349,0.02518557794273595,0.7759719718017525,0.33235055553211046,0.9322127557089432,0.0344644750795334,0.7420165388043194,64.92919423455584,0.9353675130291905,0.015641569459172854,0.8579268043553759,0.9353675130291905,0.015641569459172854,0.8579268043553759,0.9353675130291905,0.015641569459172854,0.8579268043553759,1.520689912507409,238.1814623780636,110.46964865662825,0.06006915971583,5.0,13.882652755041702,35.604247607641,0.33755530471128503,51.41313506551009,46.43668969641138,0.005118661327160454,64.94601266549154,2.0869565217391304,3.5691918824691085,19.05387758896556,-0.0,4.073471498748956,0.9949997045790251,0.0,1.0,1.232674238507278,0.19545727511328811,0.921866947220681,0.07423117709437964,0.5196307538926299,0.0987401719719687,5.982197043232063,1.7588748012696314,0.0005017739084375,1.2589465934783108,0.669439962143292,0.25937485231702934,8.87130380657577,28.41132258295655,0.00129044182719,1.5381528946217138,22.3032143933016,0.4759318019149815,90.94248810329343,108.85692077754308,0.0033491752406775003,4.937524038925616,33.71833515687218,0.9591373043787617,0.014050901378579003,0.8712870012207119,0.9591373043787617,0.014050901378579003,0.8712870012207119,0.9591373043787617,0.014050901378579003,0.8712870012207119,0.785261166486192,0.036585365853658534,0.6522624425320754,0.785261166486192,0.036585365853658534,0.6522624425320754,0.785261166486192,0.036585365853658534,0.6522624425320754,0.668311541278118,0.7895585540318668,0.04109225874867444,0.6153785428776684
39,0.9791044776119403,0.023809523809523808,42.55952380952381,143.0,0.5952380952380952,2.0,0.0,8.0,8.0,336.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,87.5,12.5,0.8921644223248306,0.20535714285714285,0.7111100034890095,0.8921644223248306,0.20535714285714285,0.7111100034890095,0.8921644223248306,0.20535714285714285,0.7111100034890095,2.1887455831912255,0.7768870544955602,0.3541666666666667,0.4485269778219133,,0.8859700114066897,0.19345238095238096,0.7295021055239039,0.8859700114066897,0.19345238095238096,0.7295021055239039,0.8859700114066897,0.19345238095238096,0.7295021055239039,,335.99999999999915,0.5014880952380952,,8.0,18.33030277982337,0.21575130297051617,,51.97603083018976,0.4995663265306122,,,8.0,3.6055010492684385,0.14372869668428687,,-1.0447542888959216,0.4954761904761904,,8.0,-0.16595568511332565,0.027277236279499045,0.9628964390609402,0.16964285714285715,0.7647723504341739,,-0.9382139689565889,0.49973214285714285,,0.06286669592022871,0.08849527872597225,,0.2594151075222815,0.5000297619047619,,0.41422005619784913,0.14815683501342095,,29.079409081025663,0.5001785714285714,,5.559347967337419,0.20941051515928003,0.9035066899883568,0.24107142857142858,0.6609400889509025,0.9035066899883568,0.24107142857142858,0.6609400889509025,0.9035066899883568,0.24107142857142858,0.6609400889509025,0.8413870878596609,0.25297619047619047,0.6552348531488792,0.8413870878596609,0.25297619047619047,0.6552348531488792,0.8413870878596609,0.25297619047619047,0.6552348531488792,0.0,0.8841315653408244,0.18154761904761904,0.7488450745646819
42,0.9457478005865103,0.0527086383601757,13.469985358711567,92.0,1.171303074670571,8.0,16.0,19.0,36.0,683.0,121.0,2337.0,0.0,36.0,44.44444444444444,17.71595900439239,9.504636408003904,0.0,100.0,0.9620422408823379,0.13323572474377746,0.8534752853145238,0.9620422408823379,0.13323572474377746,0.8534752853145238,0.9620422408823379,0.13323572474377746,0.8534752853145238,3.83550798457672,0.8099631489104341,0.7203513909224012,0.19424522533539545,7.508591767241043,0.9739047068470593,0.12152269399707175,0.8663370421980624,0.9739047068470593,0.12152269399707175,0.8663370421980624,0.9739047068470593,0.12152269399707175,0.8663370421980624,2.6849389644492594,,,1.28692474762189,19.0,,,0.9655890619117928,,,0.5108158897798274,0.8902878340922058,3.2777777777777777,,,0.07262476248540556,,,0.0468182939867,2.0,,,0.9921587580230303,0.08931185944363104,0.9019654903843212,0.4629328593168401,,,0.26369905545327,,,0.9158362664344971,,,0.45996721558355,,,1.408326420019514,,,0.71879499353135,,,0.9436075624852911,0.26500732064421667,0.7052208643815201,0.9436075624852911,0.26500732064421667,0.7052208643815201,0.9436075624852911,0.26500732064421667,0.7052208643815201,0.9035959879652148,0.18594436310395315,0.7960191985250715,0.9035959879652148,0.18594436310395315,0.7960191985250715,0.9035959879652148,0.18594436310395315,0.7960191985250715,2.884551077834282,0.9616161058225481,0.1171303074670571,0.871344781387376
44,0.9997826086956522,0.012605955227124538,60.59552271245382,2788.0,39.404477287546186,1813.0,1.0,2.0,58.0,4601.0,0.0,0.0,57.0,1.0,1.7241379310344827,0.0,0.0,98.27586206896551,1.7241379310344827,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9673602371807668,0.7941574124705914,0.20930232558139536,0.549772420190581,,0.924541669007748,0.08411214953271028,0.82347465212921,0.924541669007748,0.08411214953271028,0.82347465212921,0.924541669007748,0.08411214953271028,0.82347465212921,,1480.6420502862907,283.28928493805716,,2.0,31.062064279039635,606.3478507248471,,241.1700186517731,6.150770191072139,,,2.0,11.186639096029253,15.193997694546747,,5.257394367988116,0.005444468593783957,,2.0,1.5916742687064245,0.07627427063724908,0.93523126498161,0.20234731580091284,0.605321391923295,,50.655931063002996,0.06479352314714121,,5.8507230150661425,0.31695822185668954,,127.37652934849572,0.10285155400999912,,9.724847529978312,0.4440553289821315,,299.0723734257733,0.24413062377743908,,13.646188094980591,0.8437450862048406,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.8911774993451567,0.10410780265159748,0.781973609246172,0.8911774993451567,0.10410780265159748,0.781973609246172,0.8911774993451567,0.10410780265159748,0.781973609246172,0.0,0.8937334657000572,0.10736796348619865,0.775167746729542
46,0.9993728441517717,0.019122257053291535,51.88087774294671,1655.0,24.043887147335425,767.0,0.0,3.0,61.0,3190.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,100.0,0.9645392222677037,0.06363636363636363,0.8978122508210037,0.9645392222677037,0.06363636363636363,0.8978122508210037,0.9645392222677037,0.06363636363636363,0.8978122508210037,1.4801700696136337,0.7717484305673256,0.3761755485893417,0.4122311203046818,26.313211437704414,0.9590500108986266,0.06551724137931035,0.8944375252739722,0.9590500108986266,0.06551724137931035,0.8944375252739722,0.9590500108986266,0.06551724137931035,0.8944375252739722,2.0085632801967233,,,0.38964063813375,6.0,,,1.9780144516767606,,,0.056251973390548826,34.16346774083301,4.754098360655737,,,1.6679869019048021,,,0.00239174071595,3.0,,,0.9928619979725506,0.047021943573667714,0.9235168869438932,1.986921112054029,,,0.008114095339065,,,1.9958149659372768,,,0.012445557396825,,,1.9985747676028534,,,0.06388006173431,,,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.537144850262882,0.8617257940278134,0.2689655172413793,0.5976262917909895
49,0.5364238410596026,0.0462046204620462,54.45544554455446,165.0,45.54455445544555,138.0,3.0,2.0,14.0,303.0,7.0,7.0,6.0,8.0,21.428571428571427,2.31023102310231,0.16501650165016502,42.857142857142854,57.14285714285714,0.7860781730346947,0.22772277227722773,0.5400910710750346,0.7860781730346947,0.22772277227722773,0.5400910710750346,0.7860781730346947,0.22772277227722773,0.5400910710750346,0.994264609261905,0.7355731225296442,0.2508250825082508,0.49373433583959886,9.155639057718206,0.7713219148001756,0.2607260726072607,0.47716401284319493,0.7713219148001756,0.2607260726072607,0.47716401284319493,0.7713219148001756,0.2607260726072607,0.47716401284319493,1.7394366244756028,4.505423167753712,246.26402640264027,0.21274893274998,4.0,1.2697199306020042,51.830750987930045,1.114923775043357,1.1088975710455347,97.2691817839502,0.10859587222628,9.266723331069183,2.625,0.5952455447960694,17.24257213845226,0.6061112071230007,-0.5421671409908413,0.6744966442953019,0.00056588242943,2.0,-0.5374096526832216,0.9382019024458484,0.9036451471234079,0.16831683168316833,0.6596630327056491,0.9009026954478971,-0.1820192331797944,0.9483271313708552,0.02407483626938,-0.2861999372850459,1.1053567421629378,1.0879369645476356,0.5881431283741065,92.9950495049505,0.11683379592541,0.9285846292937424,13.310121901677476,1.293991213768944,2.308215596942105,173.80115511551153,0.20459885561994,1.2057728059673534,30.136558583168082,0.796574440052701,0.25742574257425743,0.4664770418529054,0.796574440052701,0.25742574257425743,0.4664770418529054,0.796574440052701,0.25742574257425743,0.4664770418529054,0.7316644707949055,0.27722772277227725,0.4463586530931871,0.7316644707949055,0.27722772277227725,0.4463586530931871,0.7316644707949055,0.27722772277227725,0.4463586530931871,0.7440238091428449,0.7770311813790076,0.22112211221122113,0.5523582721439438
50,0.9989550679205852,0.010438413361169102,65.34446764091858,626.0,34.65553235908142,332.0,1.0,2.0,10.0,958.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,100.0,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.9309539862507961,0.6678422957003733,0.30062630480167013,0.33996784812064595,49.45045096797422,0.8493254166827052,0.18580375782881003,0.5771950530105427,0.8493254166827052,0.18580375782881003,0.5771950530105427,0.8493254166827052,0.18580375782881003,0.5771950530105427,1.5647795093873218,,,0.08718670223057,3.0,,,1.5380365413865855,,,0.018825995881285557,80.69748634203775,2.9,,,1.4706284549040332,,,0.00700514266598,2.0,,,0.7461459255552562,0.2870563674321503,0.314300141070155,1.5281455950064875,,,0.00700514266598,,,1.5281455950064875,,,0.01355667250927,,,1.5647795093873218,,,0.01355667250927,,,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.31622776601683794,0.9962734323876977,0.028183716075156576,0.9367427892257802
54,0.2579881656804734,0.022458628841607566,25.768321513002363,218.0,23.52245862884161,199.0,0.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,94.73684210526315,5.263157894736842,0.8287300415025641,0.3191489361702128,0.5743705558785386,0.8287300415025641,0.3191489361702128,0.5743705558785386,0.8287300415025641,0.3191489361702128,0.5743705558785386,1.9990667655343635,0.6492864709981353,0.5957446808510638,0.2121027335369673,,0.8316733859441372,0.3108747044917258,0.5850953729793031,0.8316733859441372,0.3108747044917258,0.5850953729793031,0.8316733859441372,0.3108747044917258,0.5850953729793031,,58.37545547363169,439.9113475177304,,4.0,6.778393619108969,176.69261361302284,,5.153140516514768,117.6349487785658,,,4.0,1.0415777283622756,22.770839172096306,,-0.9784712963069797,6.377068557919621,,4.0,-0.22634128032982506,2.5921383276847254,0.7665561841837499,0.5449172576832151,0.27869634693062273,,-0.7809324382806175,35.846040189125304,,0.2544045720298823,6.168386543971383,,-0.44165451580509285,87.88356973995272,,0.49824273394603363,8.06136271270135,,0.1641613631458576,178.1838061465721,,0.789303136311914,31.682749869316492,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.8786505597009364,0.31678486997635935,0.5772957352598461,0.790527508168895,0.3132387706855792,0.5820719121901752,0.790527508168895,0.3132387706855792,0.5820719121901752,0.790527508168895,0.3132387706855792,0.5820719121901752,0.0,0.7865899875047911,0.3191489361702128,0.5741729817398842
56,0.576036866359447,0.03908045977011494,61.37931034482759,267.0,38.62068965517241,168.0,17.0,2.0,17.0,435.0,203.0,392.0,0.0,17.0,100.0,46.666666666666664,5.300878972278566,0.0,100.0,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9623080486960709,0.9631153023006955,0.04367816091954023,0.9087778550379126,4.072649833392594,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9999656906901914,,,0.71814680422867,2.0,,,0.9800193909921151,,,0.23628548686063938,3.147607218762988,2.0,,,0.9293636260137187,,,6.26307995e-06,2.0,,,0.9724674514000357,0.09885057471264368,0.7953389135073035,0.9678175010517347,,,0.1091535199720425,,,0.985768259759233,,,0.21152029237671,,,0.9969736212822149,,,0.3404603427108025,,,0.9703607098270021,0.04597701149425287,0.9032365699032364,0.9703607098270021,0.04597701149425287,0.9032365699032364,0.9703607098270021,0.04597701149425287,0.9032365699032364,0.9629168127279324,0.06896551724137931,0.8538895606610237,0.9629168127279324,0.06896551724137931,0.8538895606610237,0.9629168127279324,0.06896551724137931,0.8538895606610237,0.0,0.9576457691432507,0.06666666666666667,0.8604612576738012
57,0.8562715460090162,0.007953340402969246,92.28525980911984,3481.0,0.05302226935312832,2.0,20.0,4.0,30.0,3772.0,3772.0,6064.0,7.0,23.0,66.66666666666666,100.0,5.358784022622834,23.333333333333332,76.66666666666667,0.988871524706157,0.02704135737009544,0.8214494217145025,0.988871524706157,0.02704135737009544,0.8214494217145025,0.988871524706157,0.02704135737009544,0.8214494217145025,0.46661759698663374,0.9844898933771603,0.04612937433722163,0.714726078305068,202.5849704152198,0.9960819087507015,0.005302226935312832,0.9636072438179593,0.9960819087507015,0.005302226935312832,0.9636072438179593,0.9960819087507015,0.005302226935312832,0.9636072438179593,1.520689912507409,238.1814623780636,110.46964865662825,0.01195055117111,5.0,13.882652755041702,35.604247607641,0.33755530471128503,51.41313506551009,46.43668969641138,0.0023033179412581817,145.55176285688822,2.1739130434782608,3.5691918824691085,19.05387758896556,-0.0,4.073471498748956,0.9949997045790251,0.0,1.0,1.232674238507278,0.19545727511328811,0.9342238722214744,0.04665959703075292,0.6098333890681739,0.0987401719719687,5.982197043232063,1.7588748012696314,0.00036394692046749994,1.2589465934783108,0.669439962143292,0.25937485231702934,8.87130380657577,28.41132258295655,0.001091317700015,1.5381528946217138,22.3032143933016,0.4759318019149815,90.94248810329343,108.85692077754308,0.002305393613935,4.937524038925616,33.71833515687218,0.9944985110919476,0.007953340402969246,0.946435215295785,0.9944985110919476,0.007953340402969246,0.946435215295785,0.9944985110919476,0.007953340402969246,0.946435215295785,0.9107382259055059,0.03685047720042418,0.7422991986969176,0.9107382259055059,0.03685047720042418,0.7422991986969176,0.9107382259055059,0.03685047720042418,0.7422991986969176,0.7776522892681231,0.6743398856933536,0.08907741251325557,0.3399787212879303
