did,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
3078,0.5796956521739132,,,,,,,,,,,,,,42.75,,,,,,,,,,,,,,24.000000000000032,4.4812916666666665,,,4.898979485566355,0.5107539184552492,,6.904249178005731,0.0706728048780488,,,,1.2930398326009729,0.04571629628018614,,-2.1904761904761907,0.0,,,-4.898979485566354,0.0,,,,,,0.0,0.0,1026.0,24.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,-0.5310245310245296,0.0,,-0.5514818504764764,0.0,,9.123966942148767,0.0,,1.5611037152230223,0.0,,9.123966942148767,0.0,,3.2199602874013484,0.0,,,,,,,,,,,,,,,,,,,,,,
3079,0.3186890436985441,,,,,,,,,,,,,,0.649367088607595,,,,,,,,,,,,,,1579.9999999999422,5.975918987341773,,,22.905557343967217,0.8990651099689646,,41.624485006700525,0.06638095214572398,,,,5.688192697161813,0.1947253708912697,,-2.0012758723826227,0.0018987341772151818,,,-39.749213828706104,0.02515773027133083,,,,,,0.0,0.0,1026.0,1580.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,13.058609868681016,0.017721518987341714,,3.87841224895476,0.13197913135638917,,27.3672266946298,0.031645569620253104,,5.3560374801038195,0.1734067612373705,,51.613597239469335,0.05569620253164541,,7.317668011260858,0.22940672192440503,,,,,,,,,,,,,,,,,,,,,,
3080,0.7222335216572506,,,,,,,,,,,,,,1.9285714285714286,,,,,,,,,,,,,,532.0000000000063,5.7932838345864655,,,23.065125189341583,0.5004705883394585,,46.30453421988122,0.06484875664771685,,,,6.018330580249152,0.1897664462054533,,-2.007561436672968,0.0,,,-7.9921986826343305,0.0,,,,,,0.0,0.0,1026.0,532.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,13.233089297096758,0.0169172932330827,,3.8570628866920886,0.12908299174856966,,28.55998022961336,0.03007518796992472,,5.51838973637442,0.17095498351569982,,54.65187208571863,0.05639097744360895,,7.513083696136572,0.22723745402742018,,,,,,,,,,,,,,,,,,,,,,
3081,0.4443563432835817,,,,,,,,,,,,,,0.4783216783216783,,,,,,,,,,,,,,532.4951016398599,5.83664662004662,,,23.10840979739524,0.9963865798385083,,38.14503415902802,0.07237369128432544,,,,5.459139771861276,0.2040149122531016,,-2.0014830887725146,0.0018648018648018824,,,-23.108409797396988,0.04315312889970244,,,,,,0.0,0.0,1026.0,2145.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,10.418319188340774,0.01771561771561754,,3.492004999590483,0.13194654638875442,,22.244751510579434,0.036829836829836794,,4.9217894453430935,0.18838775272826028,,51.5883736001031,0.06620046620046577,,7.317121934293642,0.24705586456448841,,,,,,,,,,,,,,,,,,,,,,
3082,0.20969871794871792,,,,,,,,,,,,,,6.535031847133758,,,,,,,,,,,,,,156.99999999999997,8.233904458598726,,,12.52996408614166,1.6716896556825045,,66.08528720561715,0.06619060431878197,,,,6.875960401410578,0.09672533092761411,,-2.017746860535218,0.0,,,-12.529964086141609,0.0,,,,,,0.0,0.0,1026.0,157.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,14.07419174867757,0.0,,3.8454141057379116,0.0,,48.93540661265842,0.006369426751592358,,7.093104966067477,0.07980868844676228,,156.99999999999977,0.02547770700636943,,12.529964086141591,0.13734373776329512,,,,,,,,,,,,,,,,,,,,,,
3083,0.35344444444444456,,,,,,,,,,,,,,102.6,,,,,,,,,,,,,,10.0,7.3611,,,3.162277660168379,0.6434993654490526,,7.546850187249954,0.07059619512195121,,,,1.3361732247920477,0.05536553127164413,,-2.571428571428572,0.0,,,-3.162277660168379,0.0,,,,,,0.0,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,9.999999999999993,0.0,,-0.5744467679770597,0.0,,9.999999999999996,0.0,,3.162277660168379,0.0,,9.999999999999996,0.0,,3.162277660168379,0.0,,,,,,,,,,,,,,,,,,,,,,
3084,0.3693478260869565,,,,,,,,,,,,,,21.829787234042552,,,,,,,,,,,,,,47.00000000000011,6.123468085106383,,,6.855654600401047,1.3224515911426844,,25.375407996696456,0.06635813181110532,,,,4.123263400491429,0.0929333470927686,,-2.0888888888888903,0.0,,,-4.683413806551996,0.0,,,,,,0.0,0.0,1026.0,47.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,0.10624078624078681,0.0,,0.9133725264245415,0.0,,20.819259259259276,0.0,,4.683413806551994,0.0,,47.00000000000005,0.021276595744680854,,6.855654600401045,0.14586499149789459,,,,,,,,,,,,,,,,,,,,,,
3085,0.20806504065040637,,,,,,,,,,,,,,8.274193548387096,,,,,,,,,,,,,,124.00000000000055,5.540895161290322,,,11.135528725660041,0.8857756861391359,,39.318082668231,0.06882825334382378,,,,5.581629417104473,0.18916126274752532,,-2.033057851239669,0.0,,,-6.2694906988290855,0.0,,,,,,0.0,0.0,1026.0,124.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,11.057840728057599,0.016129032258064526,,3.5888337051012225,0.1264828127237175,,27.1643747459694,0.03225806451612905,,5.359705635962223,0.17740147252703423,,59.43402311206667,0.06451612903225809,,7.77660249796617,0.24666673754792295,,,,,,,,,,,,,,,,,,,,,,
3086,0.4831707317073171,,,,,,,,,,,,,,1.9213483146067416,,,,,,,,,,,,,,534.0000000000097,5.941187265917603,,,23.108440016582684,0.6203065593155079,,46.3549115912386,0.06536145793368045,,,,6.007423368191335,0.19058209404793894,,-2.0074763173175487,0.0,,,-8.007823547739259,0.0,,,,,,0.0,0.0,1026.0,534.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,12.992068844090328,0.01685393258426967,,3.865672402327605,0.12884473404478886,,28.684985774633855,0.029962546816479346,,5.529698424858053,0.17064384891489162,,54.874148783311526,0.056179775280898916,,7.527857612658844,0.23048446709362497,,,,,,,,,,,,,,,,,,,,,,
3087,0.7333333333333332,,,,,,,,,,,,,,102.6,,,,,,,,,,,,,,10.0,6.08,,,3.162277660168379,0.5270462766947299,,6.74153874188343,0.053443902439024346,,,,1.7579930399129047,0.04791091815483176,,-2.571428571428572,0.0,,,-3.162277660168379,0.0,,,,,,0.0,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,1.4062500000000009,0.0,,0.8254559238116741,0.0,,10.0,0.0,,3.162277660168379,0.0,,10.0,0.0,,3.162277660168379,0.0,,,,,,,,,,,,,,,,,,,,,,
3088,0.3724555510036927,,,,,,,,,,,,,,0.4201474201474201,,,,,,,,,,,,,,1218.496720303668,6.108846846846847,,,17.396120579044577,1.1006570360414807,,37.71164806456554,0.06930097441121834,,,,5.47397922120517,0.19989486546706245,,-1.9968917941782114,0.0032760032760032545,,,-34.921322581311316,0.028612327770299487,,,,,,0.0,0.0,1026.0,2442.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,11.70270075300611,0.018018018018018077,,3.662822410965096,0.133043667473564,,26.000486016675048,0.03276003276003259,,5.25288137273105,0.17696553237693227,,50.62439877344838,0.06122031122031124,,7.251409380701212,0.23789937046464982,,,,,,,,,,,,,,,,,,,,,,
3089,0.30055069582504873,,,,,,,,,,,,,,1.0188679245283019,,,,,,,,,,,,,,1006.9999999999964,5.911963257199603,,,31.733263305244655,0.7075081082932627,,43.717150769522625,0.06359129701843198,,,,5.88634343074944,0.19024136028602928,,-2.002838072179849,0.0009930486593843011,,,-22.405289931385994,0.03151267458316275,,,,,,0.0,0.0,1026.0,1007.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,13.439453850334054,0.015888778550148974,,3.9049869905858303,0.1251074271704055,,28.74585717321074,0.02979145978152934,,5.539744483200589,0.17009603242017013,,58.24841342793239,0.05511420059582923,,7.7545296524237655,0.2273453591595252,,,,,,,,,,,,,,,,,,,,,,
3090,-0.11389272030651319,,,,,,,,,,,,,,3.9160305343511452,,,,,,,,,,,,,,262.0,7.070534351145038,,,16.186414056238714,1.48697564078459,,81.8655331383351,0.08852906348910815,,,,7.283643750373275,0.14971589243344743,,-2.0154440154440145,0.0,,,-11.379301004536186,0.0,,,,,,0.0,0.0,1026.0,262.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,6.636324859864963,0.0038167938931297713,,2.847850751590744,0.06178020632152127,,39.46199614363663,0.0114503816793893,,6.4156690389877395,0.10659568139020177,,128.46914201183506,0.049618320610687,,11.379301004536254,0.20945451576393787,,,,,,,,,,,,,,,,,,,,,,
3091,0.4437411764705884,,,,,,,,,,,,,,11.930232558139535,,,,,,,,,,,,,,86.00000000000016,5.282802325581395,,,9.27361849549572,0.6929506699999294,,32.00343520597383,0.07125718661372653,,,,5.088917626523646,0.1916473067068415,,-2.048192771084338,0.0,,,-9.273618495495706,0.0,,,,,,0.0,0.0,1026.0,86.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,7.894880996473648,0.011627906976744179,,3.1163722838243646,0.10783277320343843,,25.2140403265385,0.034883720930232565,,5.160237801378955,0.18456144639815766,,40.40391156462585,0.06976744186046513,,6.4392993337574325,0.25624885305538936,,,,,,,,,,,,,,,,,,,,,,
3092,0.25353295932678793,,,,,,,,,,,,,,1.4369747899159664,,,,,,,,,,,,,,713.9999999999943,6.057988795518208,,,26.720778431776058,1.3052327192831115,,61.59126152900928,0.07250311402609824,,,,6.52873058563045,0.19489128916155518,,-2.0048355740186934,0.0,,,-13.275760476872273,0.0,,,,,,0.0,0.0,1026.0,714.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,9.429597057694796,0.011204481792717123,,3.376861171872405,0.10533033688203777,,32.84422817089906,0.02661064425770315,,5.895102630797818,0.16105541526742134,,74.87781824922843,0.07002801120448197,,8.756031263919162,0.25298159308547785,,,,,,,,,,,,,,,,,,,,,,
3093,0.45943750000000005,,,,,,,,,,,,,,12.666666666666666,,,,,,,,,,,,,,81.00000000000007,5.318864197530864,,,9.000000000000004,0.744326553890939,,30.407299379290226,0.07215691659138809,,,,4.992870175736768,0.19347028704579938,,-2.0454326588698555,0.0,,,-6.241983169704068,0.0,,,,,,0.0,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,9.2120740019474,0.012345679012345673,,3.3143872185055963,0.11111111111111126,,23.539809752078437,0.037037037037037056,,4.995900109976748,0.1900292375165229,,37.897772792821755,0.06790123456790124,,6.241983169704078,0.24216105241892644,,,,,,,,,,,,,,,,,,,,,,
3094,0.3325344827586209,,,,,,,,,,,,,,17.389830508474578,,,,,,,,,,,,,,59.00000000000003,6.76406779661017,,,7.681145747868633,0.830204562751872,,28.314661848190262,0.06315138486978096,,,,4.5855041309482445,0.10549745698897228,,-2.0701754385964923,0.0,,,-5.286587329663997,0.0,,,,,,0.0,0.0,1026.0,59.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,2.869324045407637,0.0,,2.184758918948717,0.0,,26.85780240073867,0.0,,5.286587329663991,0.0,,58.99999999999993,0.03389830508474577,,7.681145747868609,0.182520824972938,,,,,,,,,,,,,,,,,,,,,,
3095,0.30544444444444463,,,,,,,,,,,,,,102.6,,,,,,,,,,,,,,10.0,6.0818,,,3.162277660168379,0.6350040769772882,,6.56528168271159,0.05881151219512194,,,,1.4873050960550662,0.04754153254556452,,-2.571428571428572,0.0,,,-3.162277660168379,0.0,,,,,,0.0,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,1.4062500000000009,0.0,,0.08618269100378341,0.0,,9.999999999999996,0.0,,3.162277660168379,0.0,,9.999999999999996,0.0,,3.162277660168379,0.0,,,,,,,,,,,,,,,,,,,,,,
3096,0.1578869863013702,,,,,,,,,,,,,,1.169897377423033,,,,,,,,,,,,,,876.9999999999945,6.634687571265679,,,29.614185789923905,1.2620365691295305,,60.32861435164256,0.059532909864560446,,,,6.757739156838218,0.1786762937134853,,-2.0045714285714107,0.0011402508551881362,,,-10.344084663733758,0.03376760067265818,,,,,,0.0,0.0,1026.0,877.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,14.855199259834128,0.01254275940706959,,4.074277532832955,0.11135338891141734,,35.095972980923875,0.025085518814139184,,6.084072776750121,0.1564741308877841,,75.17471506038711,0.05131128848346625,,8.775151494672368,0.21959005660484696,,,,,,,,,,,,,,,,,,,,,,
3097,0.07990416666666875,,,,,,,,,,,,,,0.8542880932556203,,,,,,,,,,,,,,1200.9999999999998,6.900252289758535,,,34.65544690232765,1.1908021856981534,,117.97733750135744,0.06332219329420602,,,,8.56006396807234,0.1647827249020467,,-2.0033361134278627,0.0,,,-34.655446902327206,0.0,,,,,,0.0,0.0,1026.0,1201.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,15.82845208870899,0.00749375520399667,,4.136663460541384,0.08627744106062701,,49.82173673209189,0.018318068276436426,,7.192966863803866,0.13415476913475102,,128.9933857448641,0.04995836802664441,,10.985362080910843,0.21447416478571957,,,,,,,,,,,,,,,,,,,,,,
3098,0.4656626506024095,,,,,,,,,,,,,,12.214285714285714,,,,,,,,,,,,,,84.00000000000004,5.257630952380953,,,9.165151389911683,0.6761224452405932,,31.09748291183684,0.07236516840882692,,,,5.038424781207283,0.19466287436961158,,-2.049382716049383,0.0,,,-6.361109913437116,0.0,,,,,,0.0,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,9.716304171588698,0.011904761904761916,,3.0702129151108344,0.10910894511799615,,17.12296747967488,0.03571428571428572,,4.326168591460261,0.18669145807013013,,39.40154669839387,0.07142857142857145,,6.361109913437123,0.2590861737702311,,,,,,,,,,,,,,,,,,,,,,
3099,0.5194999999999999,,,,,,,,,,,,,,93.27272727272727,,,,,,,,,,,,,,10.999999999999996,5.021272727272727,,,3.3166247903554003,0.9798193803869254,,3.75691382192514,0.08143982261640793,,,,1.5999447409683822,0.09988957754574969,,-2.444444444444445,0.0,,,-3.3166247903553994,0.0,,,,,,0.0,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,-1.9642857142857153,0.0,,0.21276157950140911,0.0,,-0.7638888888888875,0.0,,1.1893733869134382,0.0,,10.999999999999993,0.09090909090909088,,3.316624790355399,0.0,,,,,,,,,,,,,,,,,,,,,,
3100,0.16824719101123617,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,89.99999999999999,7.6392,,,9.486832980505138,1.1360291893702046,,42.170463322396486,0.09586480216802179,,,,3.7568452770422547,0.06326772950792366,,-2.037602043744444,0.0,,,-6.592888079212277,0.0,,,,,,0.0,0.0,1026.0,90.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,10.72394200626961,0.0,,0.13590629476340102,0.0,,42.40831611570243,0.0,,4.4964339368196775,0.0,,89.99999999999974,0.011111111111111122,,9.486832980505122,0.10540925533894605,,,,,,,,,,,,,,,,,,,,,,
3101,0.05256010928961832,,,,,,,,,,,,,,1.3997271487039564,,,,,,,,,,,,,,732.9999999999993,5.850266030013643,,,27.073972741361757,0.9516647142306371,,43.93488260856254,0.06518383522443681,,,,5.885011640359371,0.19281138057379948,,-2.0048721993713485,0.0013642564802182672,,,-7.994564491000462,0.0,,,,,,0.0,0.0,1026.0,733.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,13.034212114654466,0.017735334242837644,,3.87280975783574,0.13207797340407976,,28.551686033159733,0.030013642564802247,,5.520307016133492,0.1707413114686696,,51.76326342990903,0.055934515688949554,,7.322706714275063,0.22995213583914514,,,,,,,,,,,,,,,,,,,,,,
3102,-0.1586428571428574,,,,,,,,,,,,,,68.4,,,,,,,,,,,,,,15.000000000000014,7.547133333333333,,,3.8729833462074157,1.542850555982412,,10.035342938209043,0.04599720325203255,,,,2.840596763464605,0.07017313870058592,,-2.3076923076923075,0.0,,,-3.872983346207415,0.0,,,,,,0.0,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,4.349112426035503,0.0,,2.404763138710327,0.0,,15.00000000000001,0.0,,3.872983346207412,0.0,,15.00000000000001,0.0,,3.872983346207413,0.0,,,,,,,,,,,,,,,,,,,,,,
3103,0.0069296523517386995,,,,,,,,,,,,,,0.419460343417825,,,,,,,,,,,,,,2446.0000000000555,7.810780457890433,,,49.45705207551197,1.591669424309121,,64.09377937563023,0.07117769937977386,,,,6.759381861574115,0.18490768582992662,,-2.0016266120978337,0.0004088307440719631,,,-8.868043270021696,0.0,,,,,,0.0,0.0,1026.0,2446.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,12.78122953967873,0.01267375306623059,,3.8226853486534726,0.11008836816786219,,34.23712473423365,0.025756336876533014,,5.991314886846926,0.15721041429855276,,74.06983772547119,0.05805396565821748,,8.718329789605754,0.23116777263255328,,,,,,,,,,,,,,,,,,,,,,
3104,0.13176875000000016,,,,,,,,,,,,,,6.372670807453416,,,,,,,,,,,,,,161.00000000000003,5.90872049689441,,,12.688577540449552,1.0286747433663137,,93.6530902266098,0.03918984396303593,,,,8.504282677239509,0.06501268414427758,,-2.0175000542805632,0.0,,,-12.688577540449526,0.0,,,,,,0.0,0.0,1026.0,161.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,36.43421631102642,0.0,,5.810289825886338,0.0,,77.94944820220721,0.0,,8.887137457098966,0.0,,160.99999999999972,0.012422360248447189,,12.688577540449531,0.11110679770785559,,,,,,,,,,,,,,,,,,,,,,
3105,0.2924990712074313,,,,,,,,,,,,,,0.6349009900990099,,,,,,,,,,,,,,1616.0000000000591,7.720376237623762,,,40.19950248448514,0.9196241584054456,,118.42482556172791,0.060166703694759745,,,,8.954688726191478,0.15786005365657615,,-2.0010965583476237,0.0,,,-8.209775053165094,0.0,,,,,,0.0,0.0,1026.0,1616.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,20.357881638569136,0.006806930693069276,,4.7257473222609345,0.08224829794836722,,55.04271219045881,0.01670792079207915,,7.548151528842874,0.12821442502900404,,142.35974314273383,0.03960396039603957,,12.007645761740765,0.19361948518280475,,,,,,,,,,,,,,,,,,,,,,
3106,0.1276363636363633,,,,,,,,,,,,,,1.7568493150684932,,,,,,,,,,,,,,584.0000000000005,7.328176369863014,,,24.166091947189514,1.6281155312963989,,94.21364690050784,0.08872478282659538,,,,7.504920895222205,0.191041964471906,,-2.006695403662012,0.0,,,-24.166091947189344,0.0,,,,,,0.0,0.0,1026.0,584.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,5.455843638105749,0.006849315068493143,,2.6863135363632646,0.0825473796038465,,31.810120254504188,0.025684931506849227,,5.805272826925727,0.1530949075119053,,112.78218088038105,0.09417808219178028,,10.69560423793345,0.286275802146641,,,,,,,,,,,,,,,,,,,,,,
3107,0.44524637681159424,,,,,,,,,,,,,,14.657142857142857,,,,,,,,,,,,,,70.00000000000006,4.820285714285714,,,8.36660026534077,0.7546116410303167,,40.61131293077915,0.03450062717770039,,,,5.7174339300614525,0.07043244915628524,,-2.0561874881647118,0.0,,,-8.366600265340761,0.0,,,,,,0.0,0.0,1026.0,70.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,9.851151482406976,0.0,,3.401529349634176,0.0,,32.381055363321835,0.0,,5.784144500290796,0.0,,69.99999999999999,0.014285714285714296,,8.366600265340761,0.11952286093343938,,,,,,,,,,,,,,,,,,,,,,
3108,0.20333333333333334,,,,,,,,,,,,,,102.6,,,,,,,,,,,,,,10.0,4.6595,,,3.1622776601683804,1.1336765411703638,,4.820647871217451,0.0470824390243901,,,,1.3746428380293632,0.0449876870065107,,-2.571428571428572,0.0,,,-3.162277660168379,0.0,,,,,,0.0,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,-1.2244897959183678,0.0,,-0.48412291827592685,0.0,,5.703124999999997,0.0,,1.778781183844713,0.0,,9.999999999999996,0.0,,3.162277660168379,0.0,,,,,,,,,,,,,,,,,,,,,,
3109,-0.9048571428571434,,,,,,,,,,,,,,68.4,,,,,,,,,,,,,,15.000000000000014,6.696266666666666,,,3.8729833462074166,1.9663045639206653,,8.245267933365598,0.04048416260162605,,,,2.6247304711627044,0.06108697906729298,,-2.307692307692307,0.0,,,-3.8729833462074112,0.0,,,,,,0.0,0.0,1026.0,15.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,0.8974358974358989,0.0,,1.6720819322526264,0.0,,15.00000000000001,0.0,,3.8729833462074112,0.0,,15.00000000000001,0.0,,3.8729833462074152,0.0,,,,,,,,,,,,,,,,,,,,,,
3110,0.21356198347107433,,,,,,,,,,,,,,8.40983606557377,,,,,,,,,,,,,,122.0,6.461286885245902,,,11.045361017187261,0.9602572699306585,,69.64287104129407,0.04132168732507005,,,,7.568999728685444,0.09183166566074613,,-2.0324927713020715,0.0,,,-7.712012785499237,0.0,,,,,,0.0,0.0,1026.0,122.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,26.662955775530595,0.0,,5.312821276426842,0.0,,58.43291666666656,0.008196721311475403,,7.712012785499243,0.09053574604251863,,121.9999999999997,0.016393442622950814,,11.045361017187252,0.12750670423968663,,,,,,,,,,,,,,,,,,,,,,
3111,0.44413636363636366,,,,,,,,,,,,,,44.608695652173914,,,,,,,,,,,,,,23.000000000000057,4.820173913043479,,,4.795831523312719,0.5194964040626193,,13.904202466559742,0.058785323435843057,,,,3.4650181237416575,0.11719219625574774,,-2.190476190476191,0.0,,,-4.795831523312717,0.0,,,,,,0.0,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,3.8552380952380947,0.0,,2.350873496816614,0.0,,23.0,0.0,,4.795831523312714,0.0,,23.000000000000036,0.04347826086956523,,4.795831523312716,0.2085144140570748,,,,,,,,,,,,,,,,,,,,,,
3112,0.49127692307692294,,,,,,,,,,,,,,15.545454545454545,,,,,,,,,,,,,,65.99999999999999,7.657636363636364,,,8.124038404636014,0.9573789802832062,,12.657327105928356,0.12772215816703641,,,,1.4427731085106923,0.09077701379206643,,-2.059521074054622,0.0,,,-8.12403840463599,0.0,,,,,,0.0,0.0,1026.0,66.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,1.3928571428571281,0.0,,-1.83072731448459,0.0,,3.756061422413792,0.0,,1.759631920141938,0.0,,9.042154566744763,0.045454545454545484,,3.2816085869635545,0.17273340683501226,,,,,,,,,,,,,,,,,,,,,,
3113,0.6077378892733567,,,,,,,,,,,,,,0.8867761452031115,,,,,,,,,,,,,,1156.9999999999593,5.435574762316335,,,34.014702703393766,0.6292212237585795,,41.86760596873569,0.06355373231865422,,,,5.754741283416551,0.19166156785143387,,-2.0023825366040384,0.0008643042350907441,,,-34.014702703392906,0.02939905160189192,,,,,,0.0,0.0,1026.0,1157.0,0.0,0.0,1025.0,1.0,0.0,0.0,0.0,99.90253411306043,0.09746588693957114,,13.059652285665978,0.017286084701815002,,3.8598111680482936,0.13039160576091396,,28.215304083104048,0.030250648228176295,,5.492406921125057,0.17135029407704022,,53.101975300270595,0.05617977528089872,,7.416885170298906,0.22953098729338986,,,,,,,,,,,,,,,,,,,,,,
